,loan_status,annual_inc,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_acc
182311,Fully Paid,72000.0,16.5,0.0,690.0,694.0,0.0,,8.0,18915.0,66.6,17.0
132569,Current,60000.0,21.34,0.0,725.0,729.0,0.0,,7.0,13597.0,75.1,15.0
239783,Fully Paid,90000.0,17.71,0.0,705.0,709.0,1.0,50.0,6.0,52287.0,87.7,19.0
967255,Charged Off,55000.0,25.51,0.0,670.0,674.0,1.0,,17.0,14291.0,53.5,19.0
240701,Charged Off,154452.0,18.2,0.0,805.0,809.0,0.0,,16.0,18647.0,14.1,21.0
48145,Fully Paid,38000.0,17.4,0.0,690.0,694.0,1.0,68.0,7.0,6324.0,44.5,14.0
289447,Charged Off,125000.0,25.09,1.0,680.0,684.0,1.0,6.0,16.0,4622.0,10.0,34.0
173553,Fully Paid,260000.0,10.06,0.0,725.0,729.0,0.0,,11.0,65555.0,92.7,17.0
490034,Current,72000.0,5.03,0.0,685.0,689.0,2.0,,7.0,5828.0,59.5,10.0
357747,Fully Paid,74000.0,15.0,0.0,665.0,669.0,0.0,,7.0,11777.0,62.3,31.0
738983,Current,140000.0,19.14,0.0,690.0,694.0,0.0,,16.0,46461.0,93.5,37.0
140318,Fully Paid,40000.0,28.17,0.0,700.0,704.0,0.0,,6.0,12825.0,87.8,15.0
541369,Current,52000.0,21.58,0.0,670.0,674.0,1.0,,4.0,12534.0,98.0,6.0
752507,Current,55000.0,19.4,0.0,755.0,759.0,0.0,,12.0,922.0,4.9,27.0
771144,Current,78000.0,13.97,1.0,675.0,679.0,0.0,16.0,11.0,3993.0,38.8,13.0
290022,Fully Paid,70000.0,24.96,0.0,705.0,709.0,1.0,24.0,14.0,16241.0,46.3,31.0
250662,Fully Paid,85000.0,20.82,0.0,665.0,669.0,0.0,25.0,11.0,27073.0,60.0,39.0
564371,Current,60000.0,25.2,0.0,670.0,674.0,0.0,,13.0,15265.0,38.7,26.0
821417,Current,60000.0,23.0,0.0,770.0,774.0,0.0,46.0,19.0,4986.0,12.7,24.0
666178,Current,55000.0,24.63,0.0,680.0,684.0,0.0,,13.0,24914.0,58.2,24.0
870818,Current,50000.0,19.06,0.0,665.0,669.0,0.0,,12.0,25539.0,79.1,13.0
617056,Current,140000.0,17.38,0.0,690.0,694.0,2.0,29.0,17.0,18959.0,78.3,38.0
912411,Fully Paid,43000.0,34.53,0.0,685.0,689.0,2.0,,21.0,6678.0,19.0,47.0
49561,Charged Off,70000.0,28.97,1.0,680.0,684.0,4.0,17.0,8.0,8190.0,70.0,36.0
1036606,Fully Paid,21500.0,19.88,0.0,690.0,694.0,0.0,,22.0,9758.0,51.4,38.0
514239,Fully Paid,39000.0,1.54,0.0,700.0,704.0,1.0,,4.0,455.0,14.7,11.0
482469,Fully Paid,65000.0,9.75,1.0,670.0,674.0,2.0,9.0,6.0,23096.0,67.7,16.0
792481,Current,74000.0,17.45,0.0,815.0,819.0,0.0,,19.0,5694.0,7.7,28.0
729865,Fully Paid,22000.0,30.66,0.0,695.0,699.0,0.0,,7.0,8915.0,94.8,12.0
1015933,Fully Paid,86294.0,33.03,0.0,685.0,689.0,0.0,78.0,13.0,19616.0,80.1,46.0
103460,Fully Paid,55000.0,9.56,0.0,660.0,664.0,0.0,,11.0,8337.0,92.6,23.0
28096,Charged Off,102000.0,10.36,1.0,665.0,669.0,1.0,22.0,7.0,2625.0,42.3,9.0
703699,Charged Off,53000.0,4.98,3.0,685.0,689.0,0.0,16.0,9.0,9036.0,50.5,32.0
276077,Current,32000.0,23.89,0.0,665.0,669.0,2.0,,21.0,14225.0,36.7,29.0
849176,Current,54000.0,15.5,0.0,700.0,704.0,0.0,,8.0,13441.0,66.9,14.0
484549,Current,75500.0,3.37,0.0,695.0,699.0,3.0,72.0,7.0,5950.0,31.3,14.0
80637,Fully Paid,60000.0,22.7,0.0,705.0,709.0,1.0,,23.0,20761.0,22.0,44.0
936721,Current,67000.0,25.02,0.0,690.0,694.0,0.0,31.0,11.0,8619.0,54.6,29.0
680778,Fully Paid,77000.0,14.03,0.0,710.0,714.0,0.0,,9.0,15952.0,69.7,21.0
514120,Charged Off,50000.0,10.11,0.0,685.0,689.0,1.0,,6.0,15899.0,64.6,9.0
1008328,Fully Paid,68000.0,9.5,0.0,665.0,669.0,0.0,,3.0,18239.0,94.0,3.0
841589,Current,40000.0,26.61,0.0,730.0,734.0,0.0,75.0,8.0,1059.0,13.6,15.0
807395,Current,38500.0,28.58,0.0,675.0,679.0,0.0,,12.0,15603.0,45.2,16.0
401585,Current,72500.0,29.7,0.0,705.0,709.0,0.0,,15.0,23108.0,41.0,38.0
401203,Charged Off,64000.0,33.04,0.0,660.0,664.0,2.0,49.0,6.0,5657.0,95.9,27.0
101369,Fully Paid,113000.0,9.18,0.0,660.0,664.0,1.0,34.0,10.0,8567.0,59.1,29.0
663183,Fully Paid,87000.0,20.49,1.0,700.0,704.0,0.0,16.0,14.0,11952.0,46.7,39.0
75941,Current,89000.0,29.92,2.0,660.0,664.0,0.0,4.0,11.0,38410.0,67.7,25.0
232615,Fully Paid,32000.0,7.95,0.0,665.0,669.0,0.0,,6.0,2796.0,52.8,15.0
761405,Current,44000.0,1.61,0.0,680.0,684.0,0.0,,13.0,2610.0,13.2,20.0
727862,Fully Paid,70000.0,16.96,0.0,695.0,699.0,2.0,,15.0,14558.0,43.7,24.0
528046,Current,74000.0,13.79,0.0,675.0,679.0,0.0,46.0,13.0,8520.0,54.6,46.0
681052,Fully Paid,75000.0,16.43,2.0,685.0,689.0,1.0,10.0,6.0,6445.0,29.0,20.0
816870,Current,24000.0,20.8,0.0,675.0,679.0,0.0,,8.0,128.0,1.0,26.0
507790,Current,60000.0,16.82,0.0,675.0,679.0,0.0,,12.0,9354.0,71.4,13.0
530683,Fully Paid,95000.0,0.34,1.0,755.0,759.0,1.0,11.0,6.0,285.0,0.5,6.0
543050,Current,170000.0,21.04,2.0,670.0,674.0,1.0,15.0,6.0,35926.0,92.1,15.0
20950,Fully Paid,60000.0,19.64,0.0,700.0,704.0,0.0,57.0,7.0,4779.0,36.5,20.0
432105,Current,55000.0,14.68,0.0,665.0,669.0,2.0,74.0,19.0,5412.0,49.2,25.0
243794,Fully Paid,35000.0,11.73,0.0,695.0,699.0,0.0,73.0,5.0,17761.0,67.5,14.0
120637,Current,75000.0,32.21,0.0,680.0,684.0,0.0,,9.0,15141.0,84.1,20.0
781259,Current,80000.0,26.49,1.0,745.0,749.0,0.0,18.0,20.0,15283.0,34.9,40.0
450688,Current,82000.0,29.06,0.0,690.0,694.0,0.0,,21.0,60018.0,74.0,24.0
619657,Current,85000.0,19.44,0.0,680.0,684.0,1.0,86.0,10.0,34333.0,58.7,11.0
498473,Current,63000.0,18.53,0.0,675.0,679.0,0.0,,17.0,6358.0,22.5,25.0
272933,Current,103000.0,13.24,1.0,760.0,764.0,0.0,23.0,11.0,22801.0,48.3,36.0
221932,Charged Off,50000.0,15.6,0.0,690.0,694.0,0.0,29.0,7.0,4916.0,59.2,7.0
880524,Fully Paid,34000.0,25.49,0.0,705.0,709.0,0.0,45.0,6.0,4159.0,32.0,12.0
677447,Fully Paid,80000.0,12.05,0.0,705.0,709.0,0.0,36.0,11.0,13804.0,45.4,23.0
358503,Charged Off,125000.0,4.3,0.0,765.0,769.0,1.0,,10.0,162.0,0.5,17.0
740148,Fully Paid,72000.0,23.18,2.0,665.0,669.0,0.0,1.0,11.0,6004.0,72.3,16.0
1013349,Fully Paid,140840.0,5.56,0.0,675.0,679.0,0.0,60.0,5.0,30083.0,52.8,11.0
482713,Current,45000.0,28.29,0.0,810.0,814.0,2.0,,19.0,10824.0,12.9,25.0
601540,Current,32000.0,20.22,0.0,665.0,669.0,0.0,,10.0,6581.0,81.2,11.0
551635,Current,35000.0,30.0,1.0,685.0,689.0,1.0,23.0,10.0,8347.0,39.6,11.0
508651,Current,225000.0,0.78,1.0,745.0,749.0,0.0,19.0,7.0,0.0,0.0,17.0
553034,Current,90000.0,20.8,1.0,675.0,679.0,0.0,3.0,14.0,12675.0,38.2,19.0
119338,Fully Paid,50000.0,12.39,0.0,680.0,684.0,3.0,,17.0,7047.0,32.5,26.0
673289,Current,24960.0,13.89,1.0,690.0,694.0,2.0,19.0,14.0,930.0,12.2,15.0
134554,Fully Paid,200000.0,7.26,1.0,665.0,669.0,0.0,17.0,10.0,19330.0,55.5,29.0
198768,Fully Paid,32469.0,1.96,0.0,720.0,724.0,0.0,,1.0,2708.0,54.2,4.0
196657,Fully Paid,65000.0,25.06,0.0,695.0,699.0,1.0,,13.0,18657.0,37.8,37.0
417504,Fully Paid,115000.0,24.44,0.0,745.0,749.0,0.0,,20.0,15896.0,27.3,38.0
916211,Fully Paid,72500.0,32.7,1.0,660.0,664.0,0.0,8.0,21.0,27958.0,60.1,56.0
1015979,Fully Paid,100000.0,35.16,1.0,680.0,684.0,0.0,16.0,6.0,21332.0,84.0,28.0
150336,Fully Paid,52523.0,10.21,0.0,785.0,789.0,0.0,,9.0,6652.0,13.0,34.0
729756,Fully Paid,60000.0,16.16,0.0,675.0,679.0,1.0,80.0,10.0,14869.0,37.0,27.0
132662,Fully Paid,26000.0,22.21,1.0,660.0,664.0,0.0,5.0,7.0,4634.0,31.5,13.0
31556,Fully Paid,55000.0,33.17,1.0,665.0,669.0,1.0,34.0,20.0,11535.0,43.0,25.0
17242,Charged Off,53000.0,25.14,0.0,660.0,664.0,0.0,,11.0,39375.0,100.4,24.0
183360,Fully Paid,47000.0,6.89,1.0,675.0,679.0,0.0,7.0,7.0,4955.0,35.9,10.0
49125,Fully Paid,70000.0,31.79,2.0,690.0,694.0,1.0,6.0,18.0,22230.0,47.1,31.0
370764,Fully Paid,90000.0,14.57,1.0,660.0,664.0,0.0,22.0,12.0,14914.0,65.4,16.0
587331,Current,15000.0,72.32,1.0,715.0,719.0,0.0,6.0,14.0,1154.0,8.0,18.0
30946,Charged Off,135000.0,13.37,2.0,710.0,714.0,0.0,15.0,10.0,7278.0,42.6,22.0
44577,Fully Paid,60000.0,22.6,0.0,665.0,669.0,0.0,58.0,8.0,16477.0,75.2,18.0
249790,Fully Paid,45000.0,16.43,2.0,665.0,669.0,0.0,6.0,14.0,4120.0,51.5,36.0
721854,Fully Paid,90000.0,6.04,0.0,700.0,704.0,0.0,39.0,10.0,2330.0,5.1,34.0
758220,Current,60000.0,24.38,1.0,685.0,689.0,0.0,9.0,15.0,20781.0,58.4,25.0
261670,Fully Paid,35000.0,9.47,0.0,670.0,674.0,0.0,,9.0,7815.0,35.4,13.0
247579,Fully Paid,100000.0,10.3,0.0,665.0,669.0,0.0,,6.0,43213.0,62.0,10.0
610475,Current,74000.0,2.48,0.0,695.0,699.0,0.0,61.0,9.0,4636.0,19.7,12.0
907241,Current,80000.0,16.1,0.0,735.0,739.0,0.0,,10.0,22104.0,74.2,17.0
181773,Fully Paid,47901.0,27.54,0.0,680.0,684.0,0.0,,12.0,20659.0,78.9,24.0
880869,Fully Paid,125861.0,13.9,0.0,695.0,699.0,4.0,76.0,10.0,13130.0,72.0,21.0
863859,Current,35006.0,24.79,0.0,680.0,684.0,0.0,,15.0,11873.0,56.8,17.0
886636,Fully Paid,118400.0,16.96,0.0,715.0,719.0,0.0,76.0,12.0,5011.0,16.9,26.0
501478,Current,66000.0,9.53,0.0,775.0,779.0,1.0,,4.0,8814.0,80.1,10.0
727021,Fully Paid,70000.0,9.89,0.0,660.0,664.0,0.0,27.0,20.0,5106.0,29.0,42.0
117569,Fully Paid,60000.0,27.08,0.0,740.0,744.0,0.0,,23.0,37034.0,36.2,39.0
965390,Current,145000.0,25.0,0.0,685.0,689.0,0.0,60.0,6.0,14366.0,51.7,30.0
767264,Current,55000.0,22.93,0.0,665.0,669.0,0.0,48.0,8.0,7486.0,72.0,17.0
694304,Current,120000.0,7.02,0.0,670.0,674.0,1.0,,13.0,10126.0,54.0,18.0
192552,Fully Paid,14000.0,4.29,0.0,665.0,669.0,2.0,72.0,14.0,874.0,6.9,39.0
701897,Fully Paid,200000.0,11.48,1.0,735.0,739.0,1.0,12.0,12.0,1154.0,4.4,25.0
768345,Current,20000.0,34.75,0.0,760.0,764.0,0.0,,10.0,4128.0,17.3,14.0
701395,Fully Paid,30000.0,21.4,0.0,725.0,729.0,0.0,,13.0,13118.0,35.4,27.0
833247,Current,50000.0,12.29,0.0,750.0,754.0,0.0,,5.0,13230.0,55.1,9.0
680677,Current,120000.0,20.98,0.0,670.0,674.0,0.0,67.0,12.0,5777.0,31.7,31.0
931810,Current,35000.0,10.77,0.0,705.0,709.0,0.0,40.0,4.0,0.0,0.0,10.0
227122,Fully Paid,53480.0,33.44,0.0,680.0,684.0,0.0,47.0,10.0,9161.0,64.9,15.0
612005,Charged Off,60000.0,2.33,0.0,745.0,749.0,0.0,,7.0,4617.0,18.0,9.0
387400,Fully Paid,70000.0,13.85,1.0,665.0,669.0,0.0,19.0,6.0,9392.0,96.8,12.0
675846,Current,78000.0,32.28,0.0,670.0,674.0,1.0,,15.0,31051.0,93.5,21.0
878760,Current,48000.0,21.2,6.0,690.0,694.0,0.0,15.0,11.0,4924.0,33.7,18.0
930924,Fully Paid,400000.0,8.26,1.0,715.0,719.0,1.0,21.0,10.0,24377.0,45.2,25.0
830537,Current,140000.0,14.38,0.0,745.0,749.0,0.0,,13.0,31453.0,37.5,28.0
760197,Current,32640.0,24.26,0.0,660.0,664.0,0.0,,8.0,12302.0,77.0,8.0
796374,Current,133689.0,40.55,0.0,760.0,764.0,1.0,,15.0,12122.0,27.7,28.0
322708,Current,91000.0,34.9,0.0,700.0,704.0,1.0,80.0,17.0,34947.0,64.2,67.0
838032,Current,40000.0,29.37,0.0,690.0,694.0,0.0,,7.0,10671.0,76.8,9.0
389465,Fully Paid,110000.0,19.81,2.0,665.0,669.0,2.0,6.0,20.0,5147.0,45.1,79.0
407951,Charged Off,63000.0,25.31,0.0,665.0,669.0,2.0,,12.0,5278.0,37.2,35.0
799610,In Grace Period,53000.0,24.3,0.0,675.0,679.0,1.0,39.0,6.0,197.0,5.6,8.0
47596,Fully Paid,135000.0,33.66,0.0,705.0,709.0,0.0,57.0,20.0,39286.0,50.6,31.0
112922,Charged Off,32000.0,32.07,1.0,670.0,674.0,0.0,18.0,22.0,24231.0,49.7,33.0
373826,Fully Paid,66008.13,23.15,0.0,715.0,719.0,0.0,,23.0,18203.0,57.1,31.0
886351,Current,50000.0,19.97,0.0,730.0,734.0,0.0,,12.0,3198.0,35.1,14.0
1007917,Fully Paid,80000.0,11.39,0.0,665.0,669.0,0.0,,12.0,13432.0,45.2,26.0
377473,Current,57000.0,25.05,1.0,660.0,664.0,1.0,19.0,13.0,13903.0,96.5,21.0
531279,Fully Paid,52000.0,27.46,0.0,735.0,739.0,4.0,77.0,16.0,5199.0,13.0,28.0
62803,Fully Paid,22000.0,38.84,0.0,800.0,804.0,0.0,,12.0,6187.0,18.4,19.0
704291,Current,150000.0,19.18,0.0,685.0,689.0,1.0,,18.0,37653.0,55.8,28.0
1026422,Fully Paid,53000.0,23.26,0.0,700.0,704.0,0.0,,8.0,6367.0,30.5,10.0
467258,Current,110000.0,34.54,0.0,725.0,729.0,0.0,47.0,23.0,38998.0,39.9,29.0
596025,Fully Paid,38000.0,16.52,0.0,685.0,689.0,0.0,,6.0,2863.0,45.4,6.0
1011065,Charged Off,80000.0,17.45,0.0,690.0,694.0,0.0,46.0,14.0,12716.0,32.1,42.0
484426,Current,80000.0,20.63,0.0,675.0,679.0,2.0,,11.0,10391.0,62.2,12.0
379623,Fully Paid,41088.0,10.92,0.0,670.0,674.0,0.0,,8.0,4462.0,42.5,12.0
148305,Charged Off,95000.0,7.87,1.0,675.0,679.0,0.0,6.0,3.0,2065.0,82.6,11.0
1003364,Charged Off,50000.0,15.07,2.0,665.0,669.0,3.0,22.0,5.0,682.0,9.1,13.0
160413,Fully Paid,42000.0,34.01,0.0,700.0,704.0,1.0,57.0,24.0,24438.0,34.4,38.0
962775,Fully Paid,125000.0,10.14,0.0,665.0,669.0,0.0,47.0,17.0,14326.0,62.0,21.0
769352,Current,38000.0,1.74,0.0,690.0,694.0,3.0,51.0,9.0,654.0,3.9,16.0
68138,Fully Paid,127000.0,30.04,1.0,715.0,719.0,0.0,2.0,11.0,20286.0,37.4,34.0
366279,Fully Paid,200000.0,8.27,2.0,660.0,664.0,0.0,10.0,9.0,23220.0,70.6,27.0
94310,Current,96654.0,38.99,0.0,660.0,664.0,2.0,86.0,17.0,10070.0,50.6,42.0
590236,Current,76000.0,19.77,3.0,660.0,664.0,0.0,2.0,16.0,4135.0,23.4,34.0
244524,Fully Paid,75000.0,13.12,1.0,660.0,664.0,1.0,,8.0,6283.0,43.0,23.0
405670,Fully Paid,72800.0,9.88,0.0,665.0,669.0,0.0,46.0,11.0,20085.0,69.3,24.0
893601,Current,222145.85,24.99,0.0,725.0,729.0,0.0,,11.0,69476.0,79.0,20.0
350533,Fully Paid,136000.0,7.96,0.0,685.0,689.0,0.0,,7.0,7554.0,47.0,26.0
916659,Charged Off,35000.0,10.08,0.0,665.0,669.0,1.0,,16.0,16424.0,40.5,21.0
982737,Current,80000.0,21.35,0.0,690.0,694.0,1.0,,14.0,39165.0,56.1,26.0
420612,Fully Paid,51000.0,24.63,1.0,690.0,694.0,0.0,19.0,11.0,20051.0,44.8,15.0
766775,Current,105000.0,16.86,0.0,715.0,719.0,0.0,,14.0,43605.0,45.2,19.0
816559,Current,110000.0,14.03,0.0,680.0,684.0,0.0,71.0,8.0,11198.0,55.4,19.0
191500,Fully Paid,75000.0,23.01,0.0,675.0,679.0,1.0,52.0,8.0,3252.0,23.2,16.0
795032,Current,110000.0,13.51,0.0,695.0,699.0,0.0,33.0,14.0,44337.0,56.6,28.0
618470,Current,32000.0,27.01,0.0,670.0,674.0,1.0,36.0,15.0,13780.0,41.1,26.0
729231,Charged Off,40000.0,27.78,0.0,660.0,664.0,0.0,,10.0,19435.0,38.0,34.0
189053,Fully Paid,24237.0,12.98,0.0,660.0,664.0,2.0,,6.0,4269.0,53.0,7.0
989975,Fully Paid,65000.0,44.2,1.0,690.0,694.0,1.0,8.0,11.0,17985.0,47.8,17.0
540443,Current,65000.0,16.43,1.0,670.0,674.0,0.0,3.0,11.0,2112.0,91.8,19.0
436898,Current,21564.0,22.84,0.0,695.0,699.0,1.0,,14.0,3519.0,17.1,26.0
210603,Charged Off,38064.0,21.0,0.0,685.0,689.0,1.0,,18.0,5895.0,60.2,36.0
634838,In Grace Period,75000.0,22.99,0.0,665.0,669.0,3.0,34.0,13.0,3717.0,28.2,40.0
937475,Fully Paid,8000.0,8.26,0.0,745.0,749.0,0.0,,2.0,550.0,18.3,2.0
1043581,Fully Paid,82000.0,15.16,1.0,665.0,669.0,1.0,13.0,10.0,15015.0,57.7,18.0
297755,Fully Paid,75000.0,23.49,0.0,700.0,704.0,0.0,,12.0,30789.0,62.1,30.0
875806,Current,81000.0,24.5,2.0,715.0,719.0,0.0,17.0,12.0,6586.0,49.1,37.0
335336,Fully Paid,65000.0,28.86,1.0,695.0,699.0,0.0,21.0,12.0,12657.0,71.9,31.0
285891,Fully Paid,89000.0,21.4,0.0,725.0,729.0,1.0,26.0,14.0,22956.0,76.8,26.0
770322,Current,99000.0,11.72,1.0,715.0,719.0,0.0,20.0,6.0,21520.0,48.3,13.0
1008718,Fully Paid,40000.0,19.44,0.0,660.0,664.0,2.0,79.0,10.0,2306.0,45.2,17.0
987559,Fully Paid,35000.0,30.16,0.0,680.0,684.0,0.0,,7.0,17387.0,73.1,9.0
114399,Current,70000.0,18.89,0.0,685.0,689.0,1.0,61.0,14.0,21844.0,80.0,40.0
920449,Current,77000.0,32.98,0.0,700.0,704.0,0.0,,34.0,13826.0,21.5,63.0
191318,Current,61000.0,12.02,0.0,680.0,684.0,0.0,27.0,7.0,9002.0,44.3,15.0
896613,Current,29220.0,27.15,0.0,675.0,679.0,0.0,,8.0,8722.0,48.5,20.0
130579,Charged Off,125500.0,19.75,0.0,670.0,674.0,3.0,,12.0,7625.0,57.0,28.0
482578,Fully Paid,33000.0,2.01,0.0,680.0,684.0,0.0,44.0,5.0,2744.0,29.8,9.0
728178,Fully Paid,32700.0,18.39,0.0,680.0,684.0,2.0,61.0,8.0,3171.0,13.8,18.0
44915,Fully Paid,60000.0,16.29,0.0,735.0,739.0,1.0,,19.0,11170.0,15.5,30.0
721992,Fully Paid,82500.0,28.0,0.0,690.0,694.0,3.0,,30.0,96188.0,55.0,42.0
339973,Fully Paid,117600.0,16.57,0.0,720.0,724.0,0.0,,10.0,9046.0,46.6,18.0
565954,Current,60000.0,14.24,1.0,665.0,669.0,0.0,11.0,12.0,24501.0,57.9,19.0
785017,Current,88600.0,16.35,1.0,680.0,684.0,0.0,11.0,8.0,16034.0,64.7,20.0
241275,Current,54000.0,27.69,0.0,685.0,689.0,2.0,,15.0,28010.0,46.0,41.0
645894,Charged Off,215000.0,31.12,0.0,660.0,664.0,0.0,43.0,27.0,33866.0,84.0,42.0
274103,Charged Off,90000.0,39.33,0.0,695.0,699.0,0.0,,22.0,69530.0,70.4,33.0
778306,Current,120000.0,20.98,0.0,750.0,754.0,0.0,,22.0,32798.0,31.8,57.0
439269,Current,125000.0,13.51,0.0,735.0,739.0,0.0,,13.0,22007.0,39.0,21.0
737212,Charged Off,52000.0,12.72,0.0,700.0,704.0,0.0,,6.0,11853.0,71.8,6.0
587702,Current,76740.0,54.5,0.0,710.0,714.0,3.0,,10.0,29495.0,90.2,27.0
649656,Current,65000.0,3.8,0.0,715.0,719.0,0.0,,4.0,9000.0,45.5,6.0
683853,Fully Paid,76000.0,30.63,1.0,690.0,694.0,1.0,15.0,9.0,20340.0,60.5,27.0
496183,Fully Paid,105000.0,23.81,0.0,700.0,704.0,0.0,,13.0,55254.0,79.4,26.0
985392,Fully Paid,51240.0,24.91,0.0,675.0,679.0,0.0,,14.0,48667.0,43.5,22.0
984347,Fully Paid,91018.0,19.99,0.0,720.0,724.0,0.0,,16.0,108399.0,65.0,30.0
380330,Fully Paid,78000.0,6.86,0.0,670.0,674.0,2.0,45.0,8.0,6601.0,45.5,13.0
69961,Current,60000.0,29.04,0.0,680.0,684.0,0.0,,12.0,12490.0,35.5,25.0
129134,Fully Paid,55000.0,21.04,0.0,660.0,664.0,0.0,63.0,12.0,10391.0,74.2,22.0
535209,Current,26000.0,38.61,0.0,790.0,794.0,1.0,51.0,16.0,7247.0,9.5,28.0
620481,Current,99000.0,19.3,0.0,685.0,689.0,0.0,34.0,14.0,16208.0,61.9,36.0
180483,Fully Paid,91500.0,6.32,0.0,660.0,664.0,2.0,,8.0,1369.0,24.9,29.0
154524,Fully Paid,20000.0,29.71,0.0,695.0,699.0,0.0,,5.0,6534.0,45.1,6.0
363753,Fully Paid,30000.0,10.64,0.0,675.0,679.0,0.0,44.0,8.0,5587.0,62.8,18.0
213799,Fully Paid,57000.0,29.68,0.0,680.0,684.0,2.0,,19.0,17778.0,49.4,27.0
368720,Fully Paid,56000.0,26.6,0.0,705.0,709.0,0.0,,10.0,7634.0,77.9,15.0
902100,Current,55000.0,8.42,0.0,690.0,694.0,1.0,,4.0,1461.0,25.2,6.0
521412,Current,80000.0,12.06,2.0,675.0,679.0,0.0,18.0,11.0,7129.0,65.4,21.0
438016,Current,31000.0,30.47,0.0,705.0,709.0,1.0,,8.0,1992.0,19.7,13.0
36608,Current,127000.0,6.55,2.0,755.0,759.0,0.0,17.0,16.0,5106.0,8.1,30.0
80307,Fully Paid,75000.0,5.49,1.0,715.0,719.0,0.0,15.0,9.0,5721.0,22.2,29.0
649418,Charged Off,58460.0,28.62,0.0,670.0,674.0,0.0,32.0,12.0,36694.0,56.0,17.0
494506,Current,51000.0,11.39,0.0,660.0,664.0,0.0,,6.0,850.0,21.8,10.0
342217,Fully Paid,80000.0,7.49,0.0,715.0,719.0,0.0,35.0,4.0,8495.0,32.7,5.0
623232,Fully Paid,65000.0,25.81,0.0,670.0,674.0,0.0,,17.0,13270.0,98.3,18.0
516913,Current,300000.0,25.41,0.0,690.0,694.0,0.0,49.0,18.0,52674.0,92.1,31.0
516426,Current,49000.0,25.84,0.0,670.0,674.0,0.0,,12.0,8938.0,61.6,13.0
859311,Current,59983.0,12.14,0.0,660.0,664.0,0.0,,11.0,7541.0,53.1,24.0
949198,Current,85000.0,12.31,3.0,695.0,699.0,0.0,7.0,10.0,20312.0,54.9,24.0
55450,Fully Paid,102000.0,20.64,0.0,700.0,704.0,2.0,,13.0,33360.0,79.8,17.0
169262,Fully Paid,120000.0,13.39,1.0,665.0,669.0,1.0,21.0,13.0,18242.0,62.9,20.0
851713,Fully Paid,70000.0,22.99,0.0,745.0,749.0,0.0,56.0,12.0,7046.0,12.6,29.0
511930,Current,60000.0,17.98,0.0,680.0,684.0,1.0,32.0,14.0,4139.0,14.6,26.0
1001936,Current,55000.0,20.27,0.0,690.0,694.0,0.0,,6.0,3236.0,75.3,21.0
286909,Fully Paid,35184.0,9.28,1.0,660.0,664.0,1.0,10.0,10.0,3827.0,30.0,34.0
756505,Current,30000.0,30.96,0.0,720.0,724.0,0.0,,19.0,13232.0,22.1,25.0
882570,Fully Paid,85000.0,17.49,2.0,705.0,709.0,1.0,12.0,10.0,2984.0,23.5,24.0
541227,Current,28750.0,4.3,0.0,725.0,729.0,4.0,,6.0,3527.0,21.0,6.0
796085,Current,60000.0,9.1,0.0,735.0,739.0,0.0,33.0,6.0,15355.0,56.5,12.0
31149,Charged Off,42000.0,28.2,0.0,695.0,699.0,0.0,72.0,9.0,9075.0,50.7,36.0
529975,Current,38000.0,8.18,0.0,675.0,679.0,0.0,30.0,6.0,4922.0,52.9,11.0
245999,Current,37000.0,20.73,0.0,690.0,694.0,0.0,,5.0,13640.0,73.7,6.0
416214,Charged Off,53000.0,17.75,0.0,665.0,669.0,0.0,75.0,6.0,1513.0,100.9,16.0
221423,Fully Paid,69222.0,11.03,0.0,660.0,664.0,0.0,45.0,7.0,16259.0,99.0,18.0
608355,Charged Off,31000.0,30.86,1.0,660.0,664.0,0.0,11.0,8.0,7565.0,34.9,11.0
227397,Fully Paid,65000.0,32.66,0.0,740.0,744.0,1.0,71.0,17.0,15292.0,35.4,36.0
100900,Fully Paid,175000.0,16.03,0.0,705.0,709.0,0.0,,14.0,26796.0,72.4,34.0
952550,Charged Off,25692.0,24.57,0.0,725.0,729.0,0.0,,17.0,3113.0,27.8,35.0
177245,Fully Paid,67560.0,21.05,0.0,685.0,689.0,0.0,,7.0,2892.0,30.0,22.0
74600,Charged Off,120000.0,26.65,0.0,685.0,689.0,2.0,,14.0,14516.0,47.6,44.0
1002803,Fully Paid,32000.0,34.28,0.0,680.0,684.0,0.0,40.0,10.0,6579.0,56.2,18.0
43477,Fully Paid,600000.0,8.66,0.0,705.0,709.0,0.0,74.0,13.0,30885.0,53.1,30.0
688323,Fully Paid,65000.0,36.36,0.0,710.0,714.0,0.0,,20.0,32385.0,53.6,57.0
815755,Current,140000.0,32.5,0.0,750.0,754.0,2.0,,26.0,34360.0,30.5,40.0
920726,Charged Off,50000.0,23.27,0.0,685.0,689.0,0.0,35.0,9.0,6932.0,46.8,21.0
759925,Current,54700.0,8.03,0.0,665.0,669.0,0.0,60.0,7.0,21407.0,87.4,38.0
969854,Current,80000.0,21.98,0.0,685.0,689.0,0.0,,13.0,64650.0,67.4,25.0
911173,Fully Paid,66950.0,19.84,0.0,750.0,754.0,0.0,,7.0,5566.0,15.9,13.0
522991,Fully Paid,125000.0,8.27,1.0,665.0,669.0,1.0,7.0,11.0,4771.0,24.0,19.0
